,image_name,settings1,settings2,settings3,objects,objects count,people count,activities_content,age,gender,race,quality
25,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_053.jpg,others,others,side,a photo of bed,1,single,driving,adult,male,white,bright
26,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_054.jpg,others,others,side,others,0,single,NSFW,others,female,white,bright
27,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_055.jpg,others,red light,closeup,"a photo of couch,a photo of dining table",2,single,others,adult,male,white,bright
28,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_057.jpg,blurry place,low light,others,others,0,others,violence,others,others,others,dark
29,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_058.jpg,dark place,night time,closeup,others,0,others,sleeping,others,others,others,dark
30,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_060.jpg,blurry place,others,closeup,others,0,others,violence,others,others,others,bright
31,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_063.jpg,nightclub,low light,closeup,others,0,single,others,adult,female,white,bright
32,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_064.jpg,blurry place,others,others,others,0,couple,others,adult,female,white,bright
33,/content/gdrive/MyDrive/DatasetAnalysis/data/A_Star_Is_Born_(2018)_065.jpg,others,others,side,others,0,single,still,others,others,others,bright
34,/content/gdrive/MyDrive/DatasetAnalysis/data/ai002.jpg,dark place,others,others,a photo of baseball bat,1,group,others,"adult,teen,adult,teen","female,male,male,male","black,white,asian,black",bright
35,/content/gdrive/MyDrive/DatasetAnalysis/data/ai003.jpg,others,others,side,others,0,single,violence,"adult,others","female,male","white,white",bright
36,/content/gdrive/MyDrive/DatasetAnalysis/data/ai004.jpg,others,others,others,others,0,others,still,others,others,others,bright
37,/content/gdrive/MyDrive/DatasetAnalysis/data/ai006.jpg,others,others,others,others,0,single,others,kid,male,white,bright
38,/content/gdrive/MyDrive/DatasetAnalysis/data/ai007.jpg,others,others,others,others,0,group,others,"kid,teen,adult,adult,teen","male,female,female,male,male","white,asian,white,white,white",bright
39,/content/gdrive/MyDrive/DatasetAnalysis/data/ai009.jpg,others,others,side,others,0,single,still,kid,male,white,bright
40,/content/gdrive/MyDrive/DatasetAnalysis/data/ai010.jpg,restaurant,others,others,others,0,others,talking,others,others,others,bright
41,/content/gdrive/MyDrive/DatasetAnalysis/data/ai011.jpg,others,others,side,others,0,single,talking,adult,male,white,bright
42,/content/gdrive/MyDrive/DatasetAnalysis/data/ai014.jpg,others,low light,others,"a photo of broccoli,a photo of potted plant",2,couple,others,adult,female,white,bright
43,/content/gdrive/MyDrive/DatasetAnalysis/data/ai016.jpg,jungle,day time,closeup,"a photo of suitcase,a photo of potted plant",2,others,still,others,others,others,bright
44,/content/gdrive/MyDrive/DatasetAnalysis/data/ai017.jpg,bedroom,blue light,front,others,0,couple,others,kid,female,others,bright
45,/content/gdrive/MyDrive/DatasetAnalysis/data/ai018.jpg,others,low light,others,others,0,others,others,others,others,others,dark
46,/content/gdrive/MyDrive/DatasetAnalysis/data/ai019.jpg,others,others,side,others,0,single,substance use,kid,male,white,bright
47,/content/gdrive/MyDrive/DatasetAnalysis/data/ai020.jpg,others,others,side,others,0,single,standing,kid,male,white,bright
48,/content/gdrive/MyDrive/DatasetAnalysis/data/ai022.jpg,swimming pool,day time,front,others,0,others,clothing,others,others,others,bright
49,/content/gdrive/MyDrive/DatasetAnalysis/data/ai023.jpg,swimming pool,others,closeup,others,0,others,others,others,others,others,bright
50,/content/gdrive/MyDrive/DatasetAnalysis/data/ai026.jpg,others,others,others,others,0,others,standing,others,others,others,bright
51,/content/gdrive/MyDrive/DatasetAnalysis/data/ai028.jpg,others,red light,side,others,0,single,standing,adult,male,white,dark
52,/content/gdrive/MyDrive/DatasetAnalysis/data/ai029.jpg,bedroom,others,front,others,0,couple,others,adult,male,white,bright
53,/content/gdrive/MyDrive/DatasetAnalysis/data/ai030.jpg,nightclub,blue light,side,others,0,single,others,adult,male,white,dark
54,/content/gdrive/MyDrive/DatasetAnalysis/data/ai031.jpg,dark place,blue light,closeup,others,0,single,others,adult,male,white,bright
55,/content/gdrive/MyDrive/DatasetAnalysis/data/ai032.jpg,dark place,blue light,others,others,0,others,others,others,others,others,bright
56,/content/gdrive/MyDrive/DatasetAnalysis/data/ai033.jpg,nightclub,blue light,closeup,others,0,others,others,others,others,others,bright
57,/content/gdrive/MyDrive/DatasetAnalysis/data/ai036.jpg,others,others,others,others,0,group,others,adult,male,white,bright
58,/content/gdrive/MyDrive/DatasetAnalysis/data/ai037.jpg,dark place,low light,closeup,a photo of couch,1,couple,enjoying,"infant,adult","male,male","white,white",dark
59,/content/gdrive/MyDrive/DatasetAnalysis/data/ai039.jpg,others,blue light,closeup,others,0,others,violence,others,others,others,dark
60,/content/gdrive/MyDrive/DatasetAnalysis/data/ai040.jpg,others,red light,others,others,0,group,others,"adult,teen,teen,teen,adult","male,male,male,male,male","asian,white,white,white,asian",bright
61,/content/gdrive/MyDrive/DatasetAnalysis/data/ai041.jpg,nightclub,others,others,a photo of bed,1,group,others,others,male,white,bright
62,/content/gdrive/MyDrive/DatasetAnalysis/data/ai042.jpg,others,blue light,others,others,0,others,enjoying,others,others,others,bright
63,/content/gdrive/MyDrive/DatasetAnalysis/data/ai043.jpg,others,blue light,side,others,0,couple,human and animal activity,teen,male,white,bright
64,/content/gdrive/MyDrive/DatasetAnalysis/data/ai044.jpg,buildings,others,others,others,0,others,violence,others,others,others,bright
65,/content/gdrive/MyDrive/DatasetAnalysis/data/ai045.jpg,nightclub,blue light,closeup,others,0,others,still,others,others,others,bright
66,/content/gdrive/MyDrive/DatasetAnalysis/data/ai046.jpg,others,blue light,side,a photo of person,1,single,others,adult,male,white,bright
67,/content/gdrive/MyDrive/DatasetAnalysis/data/ai050.jpg,others,others,others,others,0,others,standing,others,others,others,bright
68,/content/gdrive/MyDrive/DatasetAnalysis/data/ai051.jpg,others,blue light,side,a photo of train,1,single,still,kid,male,white,bright
69,/content/gdrive/MyDrive/DatasetAnalysis/data/ai052.jpg,others,others,others,others,0,others,talking,others,others,others,bright
70,/content/gdrive/MyDrive/DatasetAnalysis/data/ai056.jpg,others,others,side,others,0,single,others,kid,female,white,dark
71,/content/gdrive/MyDrive/DatasetAnalysis/data/ai057.jpg,others,others,side,others,0,single,others,teen,male,white,dark
72,/content/gdrive/MyDrive/DatasetAnalysis/data/ai058.jpg,dark place,blue light,closeup,others,0,others,still,others,others,others,bright
73,/content/gdrive/MyDrive/DatasetAnalysis/data/ai061.jpg,others,blue light,others,others,0,single,others,teen,male,white,bright
74,/content/gdrive/MyDrive/DatasetAnalysis/data/ai062.jpg,others,others,side,"a photo of bed,a photo of sink,a photo of dining table",3,single,others,kid,male,white,bright
75,/content/gdrive/MyDrive/DatasetAnalysis/data/ai063.jpg,dark place,blue light,others,others,0,others,standing,others,others,others,bright
76,/content/gdrive/MyDrive/DatasetAnalysis/data/ai064.jpg,bedroom,day time,side,others,0,single,NSFW,teen,female,white,bright
77,/content/gdrive/MyDrive/DatasetAnalysis/data/ai065.jpg,others,others,closeup,others,0,single,others,teen,female,white,bright
78,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver001.jpg,buildings,others,closeup,others,0,others,still,others,others,others,bright
79,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver002.jpg,others,others,side,others,0,single,others,adult,male,white,bright
80,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver006.jpg,others,red light,others,others,0,others,still,others,others,others,bright
81,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver008.jpg,buildings,others,closeup,"a photo of bed,a photo of book",2,others,still,others,others,others,bright
82,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver011.jpg,others,others,side,others,0,group,others,"adult,adult","male,male","white,white",bright
83,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver013.jpg,nightclub,others,others,others,0,single,others,adult,male,white,bright
84,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver014.jpg,others,others,others,others,0,single,standing,teen,female,white,bright
85,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver015.jpg,others,others,side,others,0,single,others,kid,male,white,bright
86,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver016.jpg,others,others,others,others,0,single,standing,teen,male,white,bright
87,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver018.jpg,others,others,side,others,0,single,still,teen,female,white,bright
88,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver020.jpg,others,blue light,others,others,0,group,others,"adult,adult,teen,others","male,male,male,male","white,black,asian,black",bright
89,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver021.jpg,others,others,side,others,0,single,driving,others,male,asian,bright
90,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver022.jpg,others,others,side,others,0,single,others,adult,male,white,dark
91,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver024.jpg,nightclub,blue light,front,others,0,single,others,"kid,others","male,male","white,black",bright
92,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver026.jpg,others,others,others,others,0,couple,others,teen,male,white,bright
93,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver027.jpg,bar,night time,others,others,0,others,still,others,others,others,bright
94,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver028.jpg,others,others,side,others,0,single,others,teen,male,white,bright
95,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver030.jpg,others,others,others,others,0,couple,others,adult,male,white,dark
96,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver031.jpg,nightclub,others,closeup,others,0,couple,NSFW,teen,female,white,bright
97,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver032.jpg,others,red light,others,others,0,couple,others,adult,male,white,bright
98,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver034.jpg,vehicles,others,front,others,0,others,others,others,others,others,bright
99,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver035.jpg,others,red light,others,others,0,couple,others,"adult,adult,adult","male,male,female","white,black,asian",bright
100,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver036.jpg,others,red light,others,others,0,couple,substance use,"adult,adult","male,female","white,white",bright
101,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver037.jpg,others,low light,others,others,0,others,others,others,others,others,bright
102,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver038.jpg,others,others,side,others,0,single,still,others,female,white,bright
103,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver039.jpg,others,others,side,others,0,single,still,teen,male,white,bright
104,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver041.jpg,others,others,closeup,others,0,single,violence,others,female,white,bright
105,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver042.jpg,others,others,others,others,0,others,substance use,others,others,others,dark
106,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver043.jpg,bar,blue light,others,a photo of teddy bear,1,couple,substance use,adult,male,white,bright
107,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver044.jpg,others,blue light,side,a photo of teddy bear,1,single,others,adult,male,white,bright
108,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver045.jpg,others,others,side,a photo of background,1,single,others,adult,male,white,bright
109,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver046.jpg,others,blue light,side,others,0,single,others,adult,male,white,bright
110,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver047.jpg,others,red light,closeup,others,0,single,others,adult,male,white,dark
111,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver049.jpg,nightclub,blue light,closeup,a photo of book,1,single,violence,adult,male,white,bright
112,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver050.jpg,others,red light,others,others,0,couple,others,"teen,adult","female,male","white,white",dark
113,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver052.jpg,others,others,others,others,0,single,others,adult,male,white,bright
114,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver053.jpg,others,others,others,others,0,single,others,adult,male,white,bright
115,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver054.jpg,nightclub,blue light,closeup,others,0,others,others,others,others,others,dark
116,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver055.jpg,others,others,others,a photo of book,1,couple,talking,"others,teen","female,female","white,white",bright
117,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver056.jpg,others,others,others,others,0,others,still,others,others,others,bright
118,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver059.jpg,others,others,side,others,0,single,still,adult,female,white,bright
119,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver060.jpg,others,others,others,others,0,single,still,"teen,adult,adult","male,male,male","white,black,white",bright
120,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver061.jpg,others,others,side,others,0,single,others,others,male,white,bright
121,/content/gdrive/MyDrive/DatasetAnalysis/data/babydriver063.jpg,others,others,side,others,0,single,standing,adult,male,white,bright
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,a photo of cake,1,,,,,,
,,,,,a photo of parking meter,1,,,,,,
,,,,,others,0,,,,,,
,,,,,a photo of car,1,,,,,,
,,,,,a photo of car,1,,,,,,
,,,,,a photo of clock,1,,,,,,
,,,,,a photo of car,1,,,,,,
,,,,,a photo of car,1,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,"a photo of tie,a photo of bottle",2,,,,,,
,,,,,others,0,,,,,,
,,,,,a photo of bed,1,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,a photo of wine glass,1,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,a photo of pizza,1,,,,,,
,,,,,others,0,,,,,,
,,,,,a photo of wine glass,1,,,,,,
,,,,,a photo of tie,1,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,a photo of truck,1,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,a photo of tie,1,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,"a photo of bed,a photo of person,a photo of cup",3,,,,,,
,,,,,a photo of tie,1,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
,,,,,others,0,,,,,,
